ID,Status,Title,Year,Authors,Abstract
164,REJECTED,Anomaly detection and severity prediction of air leakage in train braking pipes,2017,Lee W.-J.,"Air leakage in braking pipes is a commonly encountered mechanical defect on trains. A severe air leakage will lead to braking issues and therefore decrease the reliability and cause train delays or stranding. However, air leakage is difficult to be detected via visual inspection and therefore most air leakage defects are run to fail. In this research we present a framework that not only can detect air leakages but also predicts the severity of air leakages so that action plans can be determined based on the severity level. The proposed contextual anomaly detection method detects air leakages based on the on/off logs of a compressor. Air leakage causes failure in the context when the compressor idle time is short than the compressor run time, that is, the speed of air consumption is faster than air generation. In our method the logistic regression classifier is adopted to model two different classes of compressor behavior for each train separately. The logistic regression classifier defines the boundary separating the two classes under normal situations and models the distribution of the compressor idle time and run time separately using logistic functions. The air leakage anomaly is further detected in the context that when a compressor idle time is erroneously classified as a compressor run time. To distinguish anomalies from outliers and detect anomalies based on the severity degree, a density-based clustering method with a dynamic density threshold is developed for anomaly detection. The results have demonstrated that most air leakages can be detected one to four weeks before the braking failure and therefore can be prevented in time. Most importantly, the contextual anomaly detection method can pre-filter anomaly candidates and therefore avoid generating false alarms. To facilitate the decisionmaking process, the logistic function built on the compressor run time is further used together with the duration of an air leakage to model the severity of the air leakage. By building the prediction model on the severity, the remaining useful life of the air braking pipe until it reaches a certain level of severity can be estimated. © 2017, Prognostics and Health Management Society. All rights reserved."
196,REJECTED,Development of a Method for Constructing Linguistic Standards for Multi-Criteria Assessment of Honeypot Efficiency,2021,"Korchenko A., Breslavskyi V., Yevseiev S., Zhumangalieva N., Zvarych A., Kazmirchuk S., Kurchenko O., Laptiev O., Sievierinov O., Tkachuk S.","One of the pressing areas that is developing in the field of information security is associated with the use of Honeypots (virtual decoys, online traps), and the selection of criteria for determining the most effective Honeypots and their further classification is an urgent task. The main products that implement virtual decoy technologies are presented. They are often used to study the behavior, approaches and methods that an unauthorized party uses to gain unauthorized access to information system resources. Online hooks can simulate any resource, but more often they look like real production servers and workstations. A number of fairly effective developments are known that are used to solve the problems of detecting attacks on information system resources, which are based on the apparatus of fuzzy sets. They showed the effectiveness of the appropriate mathematical apparatus, the use of which, for example, to formalize the approach to the formation of a set of reference values that will improve the process of determining the most effective Honeypots. For this purpose, many characteristics have been formed (installation and configuration process, usage and support process, data collection, logging level, simulation level, interaction level) that determine the properties of online traps. These characteristics became the basis for developing a method for the formation of standards of linguistic variables for further selection of the most effective Honeypots. The method is based on the formation of a Honeypots set, subsets of characteristics and identifier values of linguistic estimates of the Honeypot characteristics, a base and derived frequency matrix, as well as on the construction of fuzzy terms and reference fuzzy numbers with their visualization. This will allow classifying and selecting the most effective virtual baits in the future © 2021, A. Korchenko, V. Breslavskyi, S. Yevseiev, N. Zhumangalieva, A. Zvarych, S. Kazmirchuk, O. Kurchenko, O. Laptiev, O. Sievierinov, S. Tkachuk This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0)"
118,REJECTED,Hyper-parameterised dynamic regressions for nowcasting Spanish GDP growth in real time,2017,"De Antonio Liedo D., Muñoz E.F.","This paper analyses the nowcasting performance of hyperparameterised dynamic regression models with a large number of variables in log levels, and compares it with state-of-the-art methods for nowcasting.We deal with the 'curse of dimensionality' by exploiting prior information originating in the Bayesian VAR literature. The real-time forecast simulation conducted over the most severe phase of the Great Recession shows that our method yields reliable GDP predictions almost one and a half months before the official figures are published. The usefulness of our approach is confirmed in a genuine out-of-sample evaluation over the European sovereign debt crisis and subsequent recovery. Copyright © 2017 Inderscience Enterprises Ltd."
154,REJECTED,MDC-DFA: A multi-dimensional cube deterministic finite automata-based feature matching algorithm,2015,"Li Y., Luo X., Shao X., Wei D.","The regular expression matching algorithm (REM) is widely applied in the deep packet inspection(DPI), which is more flexible and efficient compared with conventional exact matching algorithm. The REM based on the deterministic finite automaton (DFA) is applicable in the high speed networks due to its linear matching speed. However, it faces the problem of the state explosion simultaneously. Therefore, we propose a multi-dimensional cube deterministic finite automata algorithm (MDC-DFA) for anomaly feature matching. The algorithm divides and compresses redundant states by each dimension, and achieves equivalent state transition by constructing dynamic nodes. Theory and simulation results show that, compared with conventional deterministic finite automata algorithm, the algorithm achieves a logarithm-level compression to the number of states and the storage space while maintaining the time complexity. © 2015 IEEE."
243,REJECTED,MOOC Performance Prediction by Deep Learning from Raw Clickstream Data,2020,"Kőrösi G., Farkas R.","Student performance prediction is a challenging problem in online education. One of the key issues relating to the quality Massive Open Online Courses (MOOC) teaching is the issue of how to foretell student performance in the future during the initial phases of education. While the fame of MOOCs has been rapidly increasing, there is a growing interest in scalable automated support technologies for student learning. Researchers have implemented numerous different Machine Learning algorithms in order to find suitable solutions to this problem. The main concept was to manually design features through cumulating daily, weekly or monthly user log data and use standard Machine Learners, like SVM, LOGREG or MLP. Deep learning algorithms could give us new opportunities, as we can apply them directly on raw input data, and we could spare the most time-consuming process of feature engineering. Based on our extensive literature survey, recent deep learning publications on MOOC sequences are based on cumulated data, i.e. on fine-engineered features. The main contribution of this paper is using raw log-line-level data as our input without any feature engineering and Recurrent Neural Networks (RNN) to predict student performance at the end of the MOOC course. We used the Stanford Lagunita’s dataset, consisting of log-level data of 130000 students and compared the RNN model based on raw data to standard classifiers using hand-crafted commulated features. The experimental results presented in this paper indicate the RNN’s dominance given its dependably superior performance as compared with the standard method. As far as we know, this will be the first work to use deep learning to predict student performance from raw log-line level students’ clickstream sequences in an online course. © 2020, Springer Nature Singapore Pte Ltd."
46,REJECTED,Nontechnical Deterrence Effects of Mild and Severe Internet Use Policy Reminders in Reducing Employee Internet Abuse,2016,"Shepherd M.M., Mejias R.J.","ABSTRACT: This two-stage longitudinal study examines how employee Internet abuse may be reduced by nontechnical deterrence methods, specifically via organizational acceptable use policies (AUPs). This study used actual employee usage and audit logs (not self-reporting survey measures) to monitor the web activity of employees. In stage 1, a mild AUP reminder sent to company employees resulted in a 12% decrease in employee Internet abuse. In stage 2, a more severe AUP reminder resulted in a 33% decrease in employee Internet abuse. For both stages, the AUP warning (regardless of severity level) resulted in an immediate and significant decrease in employee nonwork Internet use. Results indicate that the severe AUP treatment was more effective in reducing and maintaining lower levels of employee nonwork Internet use than the mild AUP treatment. Under the mild AUP treatment, employee nonwork Internet use levels returned to their pretreatment levels after only one week. However, under the severe AUP treatment, employee nonwork Internet use levels were lower than the mild AUP treatment and remained consistently lower than their pretreatment levels even after three weeks. These results suggest that nontechnical deterrence methods in the form of organizational IT use policies may constitute an effective approach to reducing employee Internet abuse, particularly if AUP policies are clear with regard to related sanctions and penalties for employee noncompliance. © 2016 Taylor & Francis."
203,REJECTED,Performance testing of super fast application,2012,"Bag A., Rodi S., Pillai K.","Performance Testing (both unit and system) is useful to understand application and sub-component(s) performance characteristics. System/Application performance testing gives insight into the overall performance of the application and is useful to debug performance issues before and during production phase. For High Performance Computing (HPC) applications, unit performance testing/proof-of-concept (POC) is very important to help choose from the different options (technology, design, data structures etc). For HPC applications, doing system performance testing becomes very complex as simulating very high input throughputs may necessitate construction of custom load injectors. Also, in HPC applications with complex workflows, simulating proper transaction mix and maintaining stable backend database size becomes complex. Monitoring different data points (latency, throughput) and debugging (log levels) is also tricky because of the overheads those incur. Unit performance testing of critical components involves complex workload and throughput modeling to determine achievable performance. This paper outlines two examples, one for POC through unit performance testing of a very high throughput application at architecture and design phase. The other is of system performance testing of a very high throughput application for SLA certification and tuning purpose."
133,REJECTED,Process Mining Algorithms for Clinical Workflow Analysis,2018,"Tibeme B., Shahriar H., Zhang C.","Process Mining focuses on the extraction of knowledge from data generated and stored by information systems. Log level data contains the signatures of executed processes. Many case studies have used process mining to discover the processes for compliance or identifying anomalies in business workflow. In this paper, we apply workflow analysis for a possible clinical setting by leveraging an open source data mining tool named ProM. We apply four available mining algorithms (Alpha, Heuristic, Inductive and Fuzzy miners) and evaluate the outputs that describe a workflow. The work provides a genesis for clinical practitioners on the advantages and disadvantages of applying various algorithms towards a dataset based on event logs. © 2018 IEEE."
74,REJECTED,Score-Based Fixing Guidance Generation With Accurate Hot-Spot Detection Method,2009,"Park Y.-H., Kim D.-H., Choi J.-H., Hong J.-S., Park C.-H., Lee S.-H., Yoo M.-H., Cho J.-D.","While predicting and removing of lithographic hot-spots are a matured practice in recent semiconductor industry, it is one of the most difficult challenges to achieve high quality detection coverage and to provide designer-friendly fixing guidance for effective physical design implementation. In this paper, we present an accurate hot-spot detection method through leveling and scoring algorithm using weighted combination of image quality parameters, i.e., normalized image log-slope (NILS), mask error enhancement factor (MEEF), and depth of focus (DOF) which can be obtained through lithography simulation. Hot-spot scoring function and severity level are calibrated with process window qualification results. Least-square regression method is used to calibrate weighting coefficients for each image quality parameter. Once scoring function is obtained with wafer results, it can be applied to various designs with the same process. Using this calibrated scoring function, we generate fixing guidance and rule for the detected hot-spot area by locating edge bias value which can lead to a hot-spot free score level. Fixing guidance is generated by considering dissections information of OPC recipe. Finally, we integrated hot-spot fixing guidance display into layout editor for the effective design implementation. Applying hot-spot scoring and fixing method to memory devices of the 50nm node and below, we could achieve a sufficient process window margin for high yield mass production. © 2009 SPIE."
214,REJECTED,Simulating fibrin clotting time,2006,Marx G.,"The clotting time (CT) of fibrinogen mixed with thrombin decreased, then increased with increasing fibrinogen levels. By contrast, log CT decreased monotonically with respect to the log level of activating enzyme (thrombin or reptilase). Here, the CT was determined over a large range of fibrinogen concentration (to 100 mg ml-1) at a fixed level of enzyme. A new parameter, [Fib]min, the minimal fibrinogen concentration required for thrombin or reptilase-instigated phase change (coagulation), was determined as [Fib]min =0.2±0.05 μM fibrinogen. A dynamic simulation program (Stella) was employed to organize simulations based on simple and complex coagulation mechanisms, which generated CT values. The successful simulation aimed at forming [Fib]minand ""recognized"" the binding of unreacted fibrinogen with intermediate fibrin protofibrils. The ""virtual data"" mimicked the biphasic experimental CT values over a wide range of concentrations. Fibrinogen appeared to act in three modalities: as a thrombin substrate; as a precursor of fibrin; and as a competitor for fibrin protofibrils. The optimized simulation may provide a basis for predicting CT in more complex systems, such as pathological plasmas or whole blood or at high concentrations encountered with fibrin sealant. © International Federation for Medical and Biological Engineering 2006."
153,REJECTED,Smart Features for Dynamic Vision Sensors,2020,"Friedel Z.P., Leishman R.C.","This paper presents a semi-supervised procedure for training a fully convolutional neural network for interest point detection and description. Contrary to previously trained networks utilized for the same purpose, our network was tailored to work with event-based imagery from a downward facing camera aboard a fixed-wing unmanned aerial vehicle. Event-based cameras are a novel type of visual sensor that operate under a unique paradigm, providing asynchronous data on the log-level changes in light intensity for individual pixels. This hardware-level approach to change detection allows these cameras to achieve ultra-wide dynamic range and high temporal resolution. The final system produces state-of-the-art repeatability and homography estimation results on an aerial event-based image dataset when compared to traditional interest point detector and descriptor algorithms. © 2020 IEEE."
134,REJECTED,Where is the user? Filtering bots from the edurep query logs,2010,Muskee W.,"Edurep indexes learning object metadata from several repositories, offering a webservice interface on which portals can build their own search implementation. At Edurep query log level, no obvious distinction can be made between human users and webcrawlers visiting these portal sites. This makes it impossible to gather any meaningful data on user search behaviour. Four query types, distinguished from the six largest portals' websites were related to one month of query logs. For two query types a distinction between human and automatic generated traffic could be found. However, these results can only be used to advise connected portals on their interface implementations. More research is needed to actually perform any reliable filtering."
13,REJECTED,Which log level should developers choose for a new logging statement? (journal-first abstract),2018,"Li H., Shang W., Hassan A.E.","This is an extended abstract of a paper published in the Empirical Software Engineering journal. The original paper is communicated by Mark Grechanik. The paper empirically studied how developers assign log levels to their logging statements and proposed an automated approach to help developers determine the most appropriate log level when they add a new logging statement. We analyzed the development history of four open source projects (Hadoop, Directory Server, Hama, and Qpid). We found that our automated approach can accurately suggest the levels of logging statements with an AUC of 0.75 to 0.81. We also found that the characteristics of the containing block of a newly-added logging statement, the existing logging statements in the containing source code file, and the content of the newly-added logging statement play important roles in determining the appropriate log level for that logging statement. © 2018 IEEE."
